Group: demographics-group-1 | Topic: demographics_events
Sink: ../sink/demographics_sink.csv
Waiting for messages... (Ctrl+C to stop)
------------------------------------------------------------
[MSG] key=7 | partition=0 | offset=0 | age=40 | gender=Male | rows_written=1
[MSG] key=287 | partition=2 | offset=86 | age=39 | gender=Male | rows_written=346
[MSG] key=290 | partition=2 | offset=87 | age=55 | gender=Female | rows_written=347
[MSG] key=297 | partition=2 | offset=88 | age=47 | gender=Male | rows_written=348
[MSG] key=299 | partition=2 | offset=89 | age=45 | gender=Female | rows_written=349
[MSG] key=300 | partition=2 | offset=90 | age=50 | gender=Female | rows_written=350
[MSG] key=303 | partition=2 | offset=91 | age=21 | gender=Female | rows_written=351
[MSG] key=305 | partition=2 | offset=92 | age=34 | gender=Female | rows_written=352
[MSG] key=311 | partition=2 | offset=93 | age=58 | gender=Female | rows_written=353
[MSG] key=312 | partition=2 | offset=94 | age=54 | gender=Male | rows_written=354
[MSG] key=313 | partition=2 | offset=95 | age=41 | gender=Female | rows_written=355
[MSG] key=321 | partition=2 | offset=96 | age=50 | gender=Female | rows_written=356
[MSG] key=322 | partition=2 | offset=97 | age=20 | gender=Female | rows_written=357
[MSG] key=324 | partition=2 | offset=98 | age=42 | gender=Male | rows_written=358
[MSG] key=325 | partition=2 | offset=99 | age=59 | gender=Female | rows_written=359
[MSG] key=327 | partition=2 | offset=100 | age=20 | gender=Male | rows_written=360
[MSG] key=337 | partition=2 | offset=101 | age=43 | gender=Male | rows_written=361
[MSG] key=341 | partition=2 | offset=102 | age=26 | gender=Male | rows_written=362
[MSG] key=347 | partition=2 | offset=103 | age=42 | gender=Male | rows_written=363
[MSG] key=348 | partition=2 | offset=104 | age=41 | gender=Female | rows_written=364
[MSG] key=349 | partition=2 | offset=105 | age=30 | gender=Male | rows_written=365
[MSG] key=350 | partition=2 | offset=106 | age=24 | gender=Female | rows_written=366
[MSG] key=354 | partition=2 | offset=107 | age=25 | gender=Male | rows_written=367
[MSG] key=357 | partition=2 | offset=108 | age=29 | gender=Female | rows_written=368
[MSG] key=359 | partition=2 | offset=109 | age=32 | gender=Male | rows_written=369
[MSG] key=362 | partition=2 | offset=110 | age=19 | gender=Female | rows_written=370
[MSG] key=365 | partition=2 | offset=111 | age=39 | gender=Female | rows_written=371
[MSG] key=370 | partition=2 | offset=112 | age=23 | gender=Female | rows_written=372
[MSG] key=371 | partition=2 | offset=113 | age=32 | gender=Male | rows_written=373
[MSG] key=373 | partition=2 | offset=114 | age=50 | gender=Female | rows_written=374
[MSG] key=376 | partition=2 | offset=115 | age=56 | gender=Female | rows_written=375
[MSG] key=379 | partition=2 | offset=116 | age=49 | gender=Female | rows_written=376
[MSG] key=380 | partition=2 | offset=117 | age=47 | gender=Male | rows_written=377
[MSG] key=387 | partition=2 | offset=118 | age=36 | gender=Female | rows_written=378
[MSG] key=392 | partition=2 | offset=119 | age=54 | gender=Female | rows_written=379
[MSG] key=393 | partition=2 | offset=120 | age=43 | gender=Male | rows_written=380
[MSG] key=397 | partition=2 | offset=121 | age=18 | gender=Male | rows_written=381
[MSG] key=404 | partition=2 | offset=122 | age=33 | gender=Male | rows_written=382
[MSG] key=407 | partition=2 | offset=123 | age=39 | gender=Female | rows_written=383
[MSG] key=409 | partition=2 | offset=124 | age=20 | gender=Female | rows_written=384
[MSG] key=411 | partition=2 | offset=125 | age=43 | gender=Male | rows_written=385
[MSG] key=415 | partition=2 | offset=126 | age=46 | gender=Female | rows_written=386
[MSG] key=417 | partition=2 | offset=127 | age=45 | gender=Female | rows_written=387
[MSG] key=422 | partition=2 | offset=128 | age=33 | gender=Female | rows_written=388
[MSG] key=423 | partition=2 | offset=129 | age=43 | gender=Female | rows_written=389
[MSG] key=431 | partition=2 | offset=130 | age=40 | gender=Female | rows_written=390
[MSG] key=434 | partition=2 | offset=131 | age=53 | gender=Female | rows_written=391
[MSG] key=439 | partition=2 | offset=132 | age=49 | gender=Male | rows_written=392
[MSG] key=440 | partition=2 | offset=133 | age=18 | gender=Male | rows_written=393
[MSG] key=444 | partition=2 | offset=134 | age=41 | gender=Male | rows_written=394
[MSG] key=445 | partition=2 | offset=135 | age=33 | gender=Male | rows_written=395
[MSG] key=448 | partition=2 | offset=136 | age=49 | gender=Male | rows_written=396
[MSG] key=450 | partition=2 | offset=137 | age=37 | gender=Male | rows_written=397
[MSG] key=456 | partition=2 | offset=138 | age=54 | gender=Female | rows_written=398
[MSG] key=458 | partition=2 | offset=139 | age=20 | gender=Female | rows_written=399
[MSG] key=460 | partition=2 | offset=140 | age=50 | gender=Other | rows_written=400
[MSG] key=461 | partition=2 | offset=141 | age=57 | gender=Male | rows_written=401
[MSG] key=462 | partition=2 | offset=142 | age=27 | gender=Female | rows_written=402
[MSG] key=465 | partition=2 | offset=143 | age=29 | gender=Female | rows_written=403
[MSG] key=467 | partition=2 | offset=144 | age=19 | gender=Male | rows_written=404
[MSG] key=472 | partition=2 | offset=145 | age=25 | gender=Male | rows_written=405
[MSG] key=474 | partition=2 | offset=146 | age=43 | gender=Female | rows_written=406
[MSG] key=479 | partition=2 | offset=147 | age=24 | gender=Female | rows_written=407
[MSG] key=480 | partition=2 | offset=148 | age=21 | gender=Female | rows_written=408
[MSG] key=483 | partition=2 | offset=149 | age=53 | gender=Male | rows_written=409
[MSG] key=485 | partition=2 | offset=150 | age=38 | gender=Female | rows_written=410
[MSG] key=488 | partition=2 | offset=151 | age=54 | gender=Male | rows_written=411
[MSG] key=493 | partition=2 | offset=152 | age=53 | gender=Female | rows_written=412
[MSG] key=495 | partition=2 | offset=153 | age=56 | gender=Female | rows_written=413
[MSG] key=496 | partition=2 | offset=154 | age=49 | gender=Female | rows_written=414
[MSG] key=498 | partition=2 | offset=155 | age=40 | gender=Male | rows_written=415
[MSG] key=500 | partition=2 | offset=156 | age=54 | gender=Male | rows_written=416
[MSG] key=503 | partition=2 | offset=157 | age=40 | gender=Female | rows_written=417
[MSG] key=504 | partition=2 | offset=158 | age=42 | gender=Male | rows_written=418
[MSG] key=507 | partition=2 | offset=159 | age=47 | gender=Male | rows_written=419
[MSG] key=508 | partition=2 | offset=160 | age=34 | gender=Female | rows_written=420
[MSG] key=510 | partition=2 | offset=161 | age=42 | gender=Female | rows_written=421
[MSG] key=513 | partition=2 | offset=162 | age=36 | gender=Male | rows_written=422
[MSG] key=515 | partition=2 | offset=163 | age=29 | gender=Female | rows_written=423
[MSG] key=516 | partition=2 | offset=164 | age=58 | gender=Male | rows_written=424
[MSG] key=520 | partition=2 | offset=165 | age=24 | gender=Female | rows_written=425
[MSG] key=521 | partition=2 | offset=166 | age=45 | gender=Female | rows_written=426
[MSG] key=523 | partition=2 | offset=167 | age=48 | gender=Female | rows_written=427
[MSG] key=525 | partition=2 | offset=168 | age=33 | gender=Female | rows_written=428
[MSG] key=527 | partition=2 | offset=169 | age=52 | gender=Female | rows_written=429
[MSG] key=528 | partition=2 | offset=170 | age=29 | gender=Male | rows_written=430
[MSG] key=531 | partition=2 | offset=171 | age=53 | gender=Male | rows_written=431
[MSG] key=532 | partition=2 | offset=172 | age=40 | gender=Female | rows_written=432
[MSG] key=533 | partition=2 | offset=173 | age=33 | gender=Male | rows_written=433
[MSG] key=535 | partition=2 | offset=174 | age=59 | gender=Female | rows_written=434
[MSG] key=538 | partition=2 | offset=175 | age=48 | gender=Female | rows_written=435
[MSG] key=543 | partition=2 | offset=176 | age=28 | gender=Other | rows_written=436
[MSG] key=547 | partition=2 | offset=177 | age=27 | gender=Female | rows_written=437
[MSG] key=554 | partition=2 | offset=178 | age=26 | gender=Female | rows_written=438
[MSG] key=556 | partition=2 | offset=179 | age=19 | gender=Male | rows_written=439
[MSG] key=558 | partition=2 | offset=180 | age=46 | gender=Female | rows_written=440
[MSG] key=562 | partition=2 | offset=181 | age=25 | gender=Male | rows_written=441
[MSG] key=565 | partition=2 | offset=182 | age=34 | gender=Female | rows_written=442
[MSG] key=567 | partition=2 | offset=183 | age=42 | gender=Female | rows_written=443
[MSG] key=570 | partition=2 | offset=184 | age=23 | gender=Female | rows_written=444
[MSG] key=571 | partition=2 | offset=185 | age=48 | gender=Male | rows_written=445
[MSG] key=573 | partition=2 | offset=186 | age=56 | gender=Male | rows_written=446
[MSG] key=575 | partition=2 | offset=187 | age=27 | gender=Male | rows_written=447
[MSG] key=583 | partition=2 | offset=188 | age=45 | gender=Male | rows_written=448
[MSG] key=591 | partition=2 | offset=189 | age=42 | gender=Male | rows_written=449
[MSG] key=595 | partition=2 | offset=190 | age=49 | gender=Female | rows_written=450
[MSG] key=600 | partition=2 | offset=191 | age=54 | gender=Other | rows_written=451
[MSG] key=603 | partition=2 | offset=192 | age=36 | gender=Male | rows_written=452
[MSG] key=608 | partition=2 | offset=193 | age=32 | gender=Female | rows_written=453
[MSG] key=610 | partition=2 | offset=194 | age=18 | gender=Other | rows_written=454
[MSG] key=612 | partition=2 | offset=195 | age=33 | gender=Female | rows_written=455
[MSG] key=614 | partition=2 | offset=196 | age=28 | gender=Female | rows_written=456
[MSG] key=616 | partition=2 | offset=197 | age=27 | gender=Female | rows_written=457
[MSG] key=617 | partition=2 | offset=198 | age=49 | gender=Female | rows_written=458
[MSG] key=621 | partition=2 | offset=199 | age=29 | gender=Female | rows_written=459
[MSG] key=2 | partition=1 | offset=0 | age=32 | gender=Female | rows_written=460
[MSG] key=3 | partition=1 | offset=1 | age=25 | gender=Female | rows_written=461
[MSG] key=4 | partition=1 | offset=2 | age=38 | gender=Female | rows_written=462
[MSG] key=5 | partition=1 | offset=3 | age=56 | gender=Female | rows_written=463
[MSG] key=6 | partition=1 | offset=4 | age=36 | gender=Male | rows_written=464
[MSG] key=15 | partition=1 | offset=5 | age=39 | gender=Male | rows_written=465
[MSG] key=19 | partition=1 | offset=6 | age=55 | gender=Female | rows_written=466
[MSG] key=21 | partition=1 | offset=7 | age=38 | gender=Female | rows_written=467
[MSG] key=23 | partition=1 | offset=8 | age=29 | gender=Female | rows_written=468
[MSG] key=26 | partition=1 | offset=9 | age=44 | gender=Male | rows_written=469
[MSG] key=30 | partition=1 | offset=10 | age=32 | gender=Female | rows_written=470
[MSG] key=31 | partition=1 | offset=11 | age=20 | gender=Female | rows_written=471
[MSG] key=32 | partition=1 | offset=12 | age=54 | gender=Male | rows_written=472
[MSG] key=35 | partition=1 | offset=13 | age=26 | gender=Male | rows_written=473
[MSG] key=36 | partition=1 | offset=14 | age=56 | gender=Male | rows_written=474
[MSG] key=37 | partition=1 | offset=15 | age=35 | gender=Male | rows_written=475
[MSG] key=39 | partition=1 | offset=16 | age=42 | gender=Male | rows_written=476
[MSG] key=43 | partition=1 | offset=17 | age=19 | gender=Female | rows_written=477
[MSG] key=45 | partition=1 | offset=18 | age=45 | gender=Female | rows_written=478
[MSG] key=52 | partition=1 | offset=19 | age=57 | gender=Female | rows_written=479
[MSG] key=54 | partition=1 | offset=20 | age=19 | gender=Male | rows_written=480
[MSG] key=56 | partition=1 | offset=21 | age=59 | gender=Female | rows_written=481
[MSG] key=61 | partition=1 | offset=22 | age=51 | gender=Male | rows_written=482
[MSG] key=62 | partition=1 | offset=23 | age=27 | gender=Male | rows_written=483
[MSG] key=66 | partition=1 | offset=24 | age=32 | gender=Male | rows_written=484
[MSG] key=67 | partition=1 | offset=25 | age=25 | gender=Female | rows_written=485
[MSG] key=68 | partition=1 | offset=26 | age=31 | gender=Male | rows_written=486
[MSG] key=69 | partition=1 | offset=27 | age=40 | gender=Female | rows_written=487
[MSG] key=70 | partition=1 | offset=28 | age=57 | gender=Male | rows_written=488
[MSG] key=71 | partition=1 | offset=29 | age=38 | gender=Female | rows_written=489
[MSG] key=73 | partition=1 | offset=30 | age=35 | gender=Male | rows_written=490
[MSG] key=84 | partition=1 | offset=31 | age=41 | gender=Male | rows_written=491
[MSG] key=87 | partition=1 | offset=32 | age=41 | gender=Female | rows_written=492
[MSG] key=88 | partition=1 | offset=33 | age=28 | gender=Female | rows_written=493
[MSG] key=92 | partition=1 | offset=34 | age=52 | gender=Female | rows_written=494
[MSG] key=93 | partition=1 | offset=35 | age=50 | gender=Male | rows_written=495
[MSG] key=96 | partition=1 | offset=36 | age=56 | gender=Female | rows_written=496
[MSG] key=107 | partition=1 | offset=37 | age=54 | gender=Female | rows_written=497
[MSG] key=108 | partition=1 | offset=38 | age=52 | gender=Male | rows_written=498
[MSG] key=109 | partition=1 | offset=39 | age=57 | gender=Female | rows_written=499
[MSG] key=112 | partition=1 | offset=40 | age=52 | gender=Male | rows_written=500
[MSG] key=115 | partition=1 | offset=41 | age=54 | gender=Female | rows_written=501
[MSG] key=116 | partition=1 | offset=42 | age=31 | gender=Male | rows_written=502
[MSG] key=117 | partition=1 | offset=43 | age=20 | gender=Female | rows_written=503
[MSG] key=119 | partition=1 | offset=44 | age=22 | gender=Female | rows_written=504
[MSG] key=123 | partition=1 | offset=45 | age=44 | gender=Female | rows_written=505
[MSG] key=126 | partition=1 | offset=46 | age=32 | gender=Male | rows_written=506
[MSG] key=127 | partition=1 | offset=47 | age=43 | gender=Female | rows_written=507
[MSG] key=130 | partition=1 | offset=48 | age=49 | gender=Female | rows_written=508
[MSG] key=133 | partition=1 | offset=49 | age=21 | gender=Male | rows_written=509
[MSG] key=138 | partition=1 | offset=50 | age=32 | gender=Female | rows_written=510
[MSG] key=141 | partition=1 | offset=51 | age=30 | gender=Female | rows_written=511
[MSG] key=142 | partition=1 | offset=52 | age=49 | gender=Male | rows_written=512
[MSG] key=143 | partition=1 | offset=53 | age=24 | gender=Female | rows_written=513
[MSG] key=147 | partition=1 | offset=54 | age=59 | gender=Male | rows_written=514
[MSG] key=148 | partition=1 | offset=55 | age=23 | gender=Male | rows_written=515
[MSG] key=150 | partition=1 | offset=56 | age=45 | gender=Female | rows_written=516
[MSG] key=151 | partition=1 | offset=57 | age=37 | gender=Female | rows_written=517
[MSG] key=159 | partition=1 | offset=58 | age=44 | gender=Male | rows_written=518
[MSG] key=160 | partition=1 | offset=59 | age=30 | gender=Male | rows_written=519
[MSG] key=161 | partition=1 | offset=60 | age=58 | gender=Female | rows_written=520
[MSG] key=163 | partition=1 | offset=61 | age=56 | gender=Female | rows_written=521
[MSG] key=164 | partition=1 | offset=62 | age=23 | gender=Female | rows_written=522
[MSG] key=167 | partition=1 | offset=63 | age=26 | gender=Female | rows_written=523
[MSG] key=169 | partition=1 | offset=64 | age=50 | gender=Female | rows_written=524
[MSG] key=173 | partition=1 | offset=65 | age=49 | gender=Male | rows_written=525
[MSG] key=180 | partition=1 | offset=66 | age=20 | gender=Male | rows_written=526
[MSG] key=183 | partition=1 | offset=67 | age=19 | gender=Female | rows_written=527
[MSG] key=184 | partition=1 | offset=68 | age=19 | gender=Male | rows_written=528
[MSG] key=187 | partition=1 | offset=69 | age=54 | gender=Female | rows_written=529
[MSG] key=191 | partition=1 | offset=70 | age=36 | gender=Male | rows_written=530
[MSG] key=192 | partition=1 | offset=71 | age=19 | gender=Female | rows_written=531
[MSG] key=194 | partition=1 | offset=72 | age=49 | gender=Male | rows_written=532
[MSG] key=196 | partition=1 | offset=73 | age=49 | gender=Female | rows_written=533
[MSG] key=199 | partition=1 | offset=74 | age=34 | gender=Male | rows_written=534
[MSG] key=200 | partition=1 | offset=75 | age=55 | gender=Female | rows_written=535
[MSG] key=207 | partition=1 | offset=76 | age=33 | gender=Male | rows_written=536
[MSG] key=211 | partition=1 | offset=77 | age=33 | gender=Female | rows_written=537
[MSG] key=215 | partition=1 | offset=78 | age=53 | gender=Other | rows_written=538
[MSG] key=218 | partition=1 | offset=79 | age=20 | gender=Male | rows_written=539
[MSG] key=224 | partition=1 | offset=80 | age=50 | gender=Male | rows_written=540
[MSG] key=228 | partition=1 | offset=81 | age=57 | gender=Male | rows_written=541
[MSG] key=229 | partition=1 | offset=82 | age=18 | gender=Male | rows_written=542
[MSG] key=231 | partition=1 | offset=83 | age=45 | gender=Male | rows_written=543
[MSG] key=234 | partition=1 | offset=84 | age=48 | gender=Female | rows_written=544
[MSG] key=235 | partition=1 | offset=85 | age=47 | gender=Male | rows_written=545
[MSG] key=238 | partition=1 | offset=86 | age=24 | gender=Male | rows_written=546
[MSG] key=240 | partition=1 | offset=87 | age=43 | gender=Female | rows_written=547
[MSG] key=243 | partition=1 | offset=88 | age=29 | gender=Male | rows_written=548
[MSG] key=248 | partition=1 | offset=89 | age=58 | gender=Female | rows_written=549
[MSG] key=249 | partition=1 | offset=90 | age=52 | gender=Female | rows_written=550
[MSG] key=253 | partition=1 | offset=91 | age=37 | gender=Female | rows_written=551
[MSG] key=254 | partition=1 | offset=92 | age=41 | gender=Male | rows_written=552
[MSG] key=256 | partition=1 | offset=93 | age=41 | gender=Female | rows_written=553
[MSG] key=260 | partition=1 | offset=94 | age=55 | gender=Male | rows_written=554
[MSG] key=262 | partition=1 | offset=95 | age=37 | gender=Female | rows_written=555
[MSG] key=269 | partition=1 | offset=96 | age=35 | gender=Female | rows_written=556
[MSG] key=271 | partition=1 | offset=97 | age=52 | gender=Male | rows_written=557
[MSG] key=272 | partition=1 | offset=98 | age=33 | gender=Male | rows_written=558
[MSG] key=277 | partition=1 | offset=99 | age=50 | gender=Female | rows_written=559
[MSG] key=278 | partition=1 | offset=100 | age=31 | gender=Female | rows_written=560
[MSG] key=279 | partition=1 | offset=101 | age=38 | gender=Male | rows_written=561
[MSG] key=281 | partition=1 | offset=102 | age=25 | gender=Male | rows_written=562
[MSG] key=283 | partition=1 | offset=103 | age=20 | gender=Male | rows_written=563
[MSG] key=288 | partition=1 | offset=104 | age=39 | gender=Male | rows_written=564
[MSG] key=295 | partition=1 | offset=105 | age=51 | gender=Female | rows_written=565
[MSG] key=296 | partition=1 | offset=106 | age=38 | gender=Male | rows_written=566
[MSG] key=298 | partition=1 | offset=107 | age=50 | gender=Male | rows_written=567
[MSG] key=301 | partition=1 | offset=108 | age=22 | gender=Male | rows_written=568
[MSG] key=302 | partition=1 | offset=109 | age=36 | gender=Male | rows_written=569
[MSG] key=304 | partition=1 | offset=110 | age=52 | gender=Other | rows_written=570
[MSG] key=307 | partition=1 | offset=111 | age=47 | gender=Male | rows_written=571
[MSG] key=308 | partition=1 | offset=112 | age=46 | gender=Male | rows_written=572
[MSG] key=310 | partition=1 | offset=113 | age=52 | gender=Male | rows_written=573
[MSG] key=319 | partition=1 | offset=114 | age=49 | gender=Female | rows_written=574
[MSG] key=320 | partition=1 | offset=115 | age=40 | gender=Female | rows_written=575
[MSG] key=326 | partition=1 | offset=116 | age=48 | gender=Male | rows_written=576
[MSG] key=328 | partition=1 | offset=117 | age=57 | gender=Female | rows_written=577
[MSG] key=329 | partition=1 | offset=118 | age=41 | gender=Male | rows_written=578
[MSG] key=331 | partition=1 | offset=119 | age=39 | gender=Female | rows_written=579
[MSG] key=333 | partition=1 | offset=120 | age=19 | gender=Female | rows_written=580
[MSG] key=334 | partition=1 | offset=121 | age=44 | gender=Male | rows_written=581
[MSG] key=335 | partition=1 | offset=122 | age=59 | gender=Male | rows_written=582
[MSG] key=336 | partition=1 | offset=123 | age=19 | gender=Male | rows_written=583
[MSG] key=339 | partition=1 | offset=124 | age=57 | gender=Male | rows_written=584
[MSG] key=343 | partition=1 | offset=125 | age=46 | gender=Female | rows_written=585
[MSG] key=344 | partition=1 | offset=126 | age=59 | gender=Female | rows_written=586
[MSG] key=345 | partition=1 | offset=127 | age=43 | gender=Male | rows_written=587
[MSG] key=352 | partition=1 | offset=128 | age=37 | gender=Male | rows_written=588
[MSG] key=353 | partition=1 | offset=129 | age=18 | gender=Female | rows_written=589
[MSG] key=355 | partition=1 | offset=130 | age=33 | gender=Male | rows_written=590
[MSG] key=356 | partition=1 | offset=131 | age=31 | gender=Female | rows_written=591
[MSG] key=363 | partition=1 | offset=132 | age=49 | gender=Female | rows_written=592
[MSG] key=366 | partition=1 | offset=133 | age=42 | gender=Male | rows_written=593
[MSG] key=374 | partition=1 | offset=134 | age=25 | gender=Female | rows_written=594
[MSG] key=377 | partition=1 | offset=135 | age=21 | gender=Female | rows_written=595
[MSG] key=378 | partition=1 | offset=136 | age=23 | gender=Female | rows_written=596
[MSG] key=381 | partition=1 | offset=137 | age=52 | gender=Female | rows_written=597
[MSG] key=382 | partition=1 | offset=138 | age=57 | gender=Male | rows_written=598
[MSG] key=384 | partition=1 | offset=139 | age=30 | gender=Female | rows_written=599
[MSG] key=385 | partition=1 | offset=140 | age=59 | gender=Male | rows_written=600
[MSG] key=386 | partition=1 | offset=141 | age=47 | gender=Female | rows_written=601
[MSG] key=389 | partition=1 | offset=142 | age=36 | gender=Female | rows_written=602
[MSG] key=396 | partition=1 | offset=143 | age=29 | gender=Female | rows_written=603
[MSG] key=399 | partition=1 | offset=144 | age=51 | gender=Female | rows_written=604
[MSG] key=403 | partition=1 | offset=145 | age=18 | gender=Female | rows_written=605
[MSG] key=408 | partition=1 | offset=146 | age=46 | gender=Male | rows_written=606
[MSG] key=410 | partition=1 | offset=147 | age=29 | gender=Male | rows_written=607
[MSG] key=416 | partition=1 | offset=148 | age=31 | gender=Female | rows_written=608
[MSG] key=418 | partition=1 | offset=149 | age=22 | gender=Male | rows_written=609
[MSG] key=420 | partition=1 | offset=150 | age=22 | gender=Female | rows_written=610
[MSG] key=425 | partition=1 | offset=151 | age=38 | gender=Female | rows_written=611
[MSG] key=426 | partition=1 | offset=152 | age=56 | gender=Other | rows_written=612
[MSG] key=427 | partition=1 | offset=153 | age=53 | gender=Male | rows_written=613
[MSG] key=428 | partition=1 | offset=154 | age=50 | gender=Female | rows_written=614
[MSG] key=429 | partition=1 | offset=155 | age=47 | gender=Male | rows_written=615
[MSG] key=432 | partition=1 | offset=156 | age=27 | gender=Female | rows_written=616
[MSG] key=436 | partition=1 | offset=157 | age=48 | gender=Male | rows_written=617
[MSG] key=446 | partition=1 | offset=158 | age=19 | gender=Other | rows_written=618
[MSG] key=447 | partition=1 | offset=159 | age=45 | gender=Male | rows_written=619
[MSG] key=451 | partition=1 | offset=160 | age=41 | gender=Female | rows_written=620
[MSG] key=452 | partition=1 | offset=161 | age=29 | gender=Female | rows_written=621
[MSG] key=455 | partition=1 | offset=162 | age=50 | gender=Female | rows_written=622
[MSG] key=457 | partition=1 | offset=163 | age=29 | gender=Male | rows_written=623
[MSG] key=459 | partition=1 | offset=164 | age=18 | gender=Male | rows_written=624
[MSG] key=463 | partition=1 | offset=165 | age=46 | gender=Female | rows_written=625
[MSG] key=468 | partition=1 | offset=166 | age=52 | gender=Male | rows_written=626
[MSG] key=469 | partition=1 | offset=167 | age=40 | gender=Male | rows_written=627
[MSG] key=475 | partition=1 | offset=168 | age=27 | gender=Female | rows_written=628
[MSG] key=477 | partition=1 | offset=169 | age=51 | gender=Male | rows_written=629
[MSG] key=481 | partition=1 | offset=170 | age=28 | gender=Male | rows_written=630
[MSG] key=482 | partition=1 | offset=171 | age=46 | gender=Female | rows_written=631
[MSG] key=484 | partition=1 | offset=172 | age=42 | gender=Male | rows_written=632
[MSG] key=486 | partition=1 | offset=173 | age=53 | gender=Female | rows_written=633
[MSG] key=487 | partition=1 | offset=174 | age=27 | gender=Female | rows_written=634
[MSG] key=491 | partition=1 | offset=175 | age=52 | gender=Male | rows_written=635
[MSG] key=492 | partition=1 | offset=176 | age=52 | gender=Female | rows_written=636
[MSG] key=494 | partition=1 | offset=177 | age=35 | gender=Female | rows_written=637
[MSG] key=502 | partition=1 | offset=178 | age=30 | gender=Female | rows_written=638
[MSG] key=505 | partition=1 | offset=179 | age=52 | gender=Male | rows_written=639
[MSG] key=511 | partition=1 | offset=180 | age=39 | gender=Female | rows_written=640
[MSG] key=512 | partition=1 | offset=181 | age=30 | gender=Female | rows_written=641
[MSG] key=519 | partition=1 | offset=182 | age=26 | gender=Female | rows_written=642
[MSG] key=522 | partition=1 | offset=183 | age=31 | gender=Female | rows_written=643
[MSG] key=526 | partition=1 | offset=184 | age=22 | gender=Female | rows_written=644
[MSG] key=530 | partition=1 | offset=185 | age=38 | gender=Female | rows_written=645
[MSG] key=536 | partition=1 | offset=186 | age=56 | gender=Male | rows_written=646
[MSG] key=539 | partition=1 | offset=187 | age=22 | gender=Female | rows_written=647
[MSG] key=540 | partition=1 | offset=188 | age=52 | gender=Male | rows_written=648
[MSG] key=541 | partition=1 | offset=189 | age=40 | gender=Male | rows_written=649
[MSG] key=544 | partition=1 | offset=190 | age=35 | gender=Female | rows_written=650
[MSG] key=548 | partition=1 | offset=191 | age=34 | gender=Female | rows_written=651
[MSG] key=551 | partition=1 | offset=192 | age=30 | gender=Female | rows_written=652
[MSG] key=552 | partition=1 | offset=193 | age=57 | gender=Other | rows_written=653
[MSG] key=555 | partition=1 | offset=194 | age=44 | gender=Female | rows_written=654
[MSG] key=559 | partition=1 | offset=195 | age=54 | gender=Male | rows_written=655
[MSG] key=560 | partition=1 | offset=196 | age=55 | gender=Male | rows_written=656
[MSG] key=563 | partition=1 | offset=197 | age=18 | gender=Female | rows_written=657
[MSG] key=564 | partition=1 | offset=198 | age=39 | gender=Male | rows_written=658
[MSG] key=568 | partition=1 | offset=199 | age=21 | gender=Other | rows_written=659
[MSG] key=572 | partition=1 | offset=200 | age=36 | gender=Female | rows_written=660
[MSG] key=574 | partition=1 | offset=201 | age=44 | gender=Male | rows_written=661
[MSG] key=578 | partition=1 | offset=202 | age=56 | gender=Female | rows_written=662
[MSG] key=579 | partition=1 | offset=203 | age=20 | gender=Male | rows_written=663
[MSG] key=582 | partition=1 | offset=204 | age=37 | gender=Male | rows_written=664
[MSG] key=584 | partition=1 | offset=205 | age=25 | gender=Male | rows_written=665
[MSG] key=586 | partition=1 | offset=206 | age=56 | gender=Female | rows_written=666
[MSG] key=587 | partition=1 | offset=207 | age=18 | gender=Male | rows_written=667
[MSG] key=589 | partition=1 | offset=208 | age=30 | gender=Female | rows_written=668
[MSG] key=592 | partition=1 | offset=209 | age=50 | gender=Female | rows_written=669
[MSG] key=594 | partition=1 | offset=210 | age=23 | gender=Male | rows_written=670
[MSG] key=597 | partition=1 | offset=211 | age=33 | gender=Female | rows_written=671
[MSG] key=598 | partition=1 | offset=212 | age=38 | gender=Male | rows_written=672
[MSG] key=599 | partition=1 | offset=213 | age=28 | gender=Male | rows_written=673
[MSG] key=601 | partition=1 | offset=214 | age=53 | gender=Male | rows_written=674
[MSG] key=607 | partition=1 | offset=215 | age=31 | gender=Male | rows_written=675
[MSG] key=613 | partition=1 | offset=216 | age=40 | gender=Female | rows_written=676
[MSG] key=618 | partition=1 | offset=217 | age=33 | gender=Male | rows_written=677
[MSG] key=619 | partition=1 | offset=218 | age=25 | gender=Male | rows_written=678
[MSG] key=620 | partition=1 | offset=219 | age=55 | gender=Female | rows_written=679
[MSG] key=623 | partition=1 | offset=220 | age=45 | gender=Female | rows_written=680
[MSG] key=624 | partition=1 | offset=221 | age=25 | gender=Male | rows_written=681
[MSG] key=627 | partition=1 | offset=222 | age=43 | gender=Male | rows_written=682
[MSG] key=628 | partition=1 | offset=223 | age=25 | gender=Male | rows_written=683
[MSG] key=631 | partition=1 | offset=224 | age=54 | gender=Female | rows_written=684
[MSG] key=634 | partition=1 | offset=225 | age=44 | gender=Male | rows_written=685
[MSG] key=637 | partition=1 | offset=226 | age=50 | gender=Male | rows_written=686
[MSG] key=640 | partition=1 | offset=227 | age=45 | gender=Female | rows_written=687
[MSG] key=641 | partition=1 | offset=228 | age=46 | gender=Male | rows_written=688
[MSG] key=642 | partition=1 | offset=229 | age=30 | gender=Female | rows_written=689
[MSG] key=646 | partition=1 | offset=230 | age=22 | gender=Female | rows_written=690
[MSG] key=647 | partition=1 | offset=231 | age=42 | gender=Male | rows_written=691
[MSG] key=648 | partition=1 | offset=232 | age=19 | gender=Male | rows_written=692
