Group: demographics-group-2 | Topic: demographics_events
Waiting for messages... (Ctrl+C to stop)
------------------------------------------------------------
[GROUP-2] key=2 | partition=1 | offset=0 | age=32 | gender=Female
[GROUP-2] key=323 | partition=0 | offset=109 | age=35 | gender=Female
[GROUP-2] key=330 | partition=0 | offset=110 | age=49 | gender=Male
[GROUP-2] key=332 | partition=0 | offset=111 | age=40 | gender=Male
[GROUP-2] key=338 | partition=0 | offset=112 | age=34 | gender=Female
[GROUP-2] key=340 | partition=0 | offset=113 | age=50 | gender=Female
[GROUP-2] key=342 | partition=0 | offset=114 | age=56 | gender=Female
[GROUP-2] key=346 | partition=0 | offset=115 | age=52 | gender=Male
[GROUP-2] key=351 | partition=0 | offset=116 | age=53 | gender=Female
[GROUP-2] key=358 | partition=0 | offset=117 | age=40 | gender=Female
[GROUP-2] key=360 | partition=0 | offset=118 | age=45 | gender=Male
[GROUP-2] key=361 | partition=0 | offset=119 | age=51 | gender=Female
[GROUP-2] key=364 | partition=0 | offset=120 | age=40 | gender=Male
[GROUP-2] key=367 | partition=0 | offset=121 | age=39 | gender=Male
[GROUP-2] key=368 | partition=0 | offset=122 | age=39 | gender=Female
[GROUP-2] key=369 | partition=0 | offset=123 | age=59 | gender=Male
[GROUP-2] key=372 | partition=0 | offset=124 | age=54 | gender=Male
[GROUP-2] key=375 | partition=0 | offset=125 | age=22 | gender=Female
[GROUP-2] key=383 | partition=0 | offset=126 | age=33 | gender=Other
[GROUP-2] key=388 | partition=0 | offset=127 | age=34 | gender=Male
[GROUP-2] key=390 | partition=0 | offset=128 | age=45 | gender=Female
[GROUP-2] key=391 | partition=0 | offset=129 | age=43 | gender=Male
[GROUP-2] key=394 | partition=0 | offset=130 | age=40 | gender=Female
[GROUP-2] key=395 | partition=0 | offset=131 | age=26 | gender=Other
[GROUP-2] key=398 | partition=0 | offset=132 | age=18 | gender=Female
[GROUP-2] key=400 | partition=0 | offset=133 | age=49 | gender=Male
[GROUP-2] key=401 | partition=0 | offset=134 | age=42 | gender=Female
[GROUP-2] key=402 | partition=0 | offset=135 | age=57 | gender=Male
[GROUP-2] key=405 | partition=0 | offset=136 | age=56 | gender=Male
[GROUP-2] key=406 | partition=0 | offset=137 | age=22 | gender=Male
[GROUP-2] key=412 | partition=0 | offset=138 | age=33 | gender=Female
[GROUP-2] key=413 | partition=0 | offset=139 | age=54 | gender=Female
[GROUP-2] key=414 | partition=0 | offset=140 | age=39 | gender=Male
[GROUP-2] key=419 | partition=0 | offset=141 | age=47 | gender=Male
[GROUP-2] key=421 | partition=0 | offset=142 | age=29 | gender=Male
[GROUP-2] key=424 | partition=0 | offset=143 | age=43 | gender=Female
[GROUP-2] key=430 | partition=0 | offset=144 | age=54 | gender=Male
[GROUP-2] key=433 | partition=0 | offset=145 | age=22 | gender=Other
[GROUP-2] key=435 | partition=0 | offset=146 | age=51 | gender=Male
[GROUP-2] key=437 | partition=0 | offset=147 | age=27 | gender=Female
[GROUP-2] key=438 | partition=0 | offset=148 | age=36 | gender=Male
[GROUP-2] key=441 | partition=0 | offset=149 | age=22 | gender=Male
[GROUP-2] key=442 | partition=0 | offset=150 | age=21 | gender=Male
[GROUP-2] key=443 | partition=0 | offset=151 | age=33 | gender=Male
[GROUP-2] key=449 | partition=0 | offset=152 | age=44 | gender=Female
[GROUP-2] key=453 | partition=0 | offset=153 | age=52 | gender=Male
[GROUP-2] key=454 | partition=0 | offset=154 | age=50 | gender=Male
[GROUP-2] key=464 | partition=0 | offset=155 | age=30 | gender=Female
[GROUP-2] key=466 | partition=0 | offset=156 | age=48 | gender=Male
[GROUP-2] key=470 | partition=0 | offset=157 | age=34 | gender=Female
[GROUP-2] key=471 | partition=0 | offset=158 | age=43 | gender=Male
[GROUP-2] key=473 | partition=0 | offset=159 | age=46 | gender=Other
[GROUP-2] key=476 | partition=0 | offset=160 | age=43 | gender=Other
[GROUP-2] key=478 | partition=0 | offset=161 | age=58 | gender=Male
[GROUP-2] key=489 | partition=0 | offset=162 | age=26 | gender=Female
[GROUP-2] key=490 | partition=0 | offset=163 | age=41 | gender=Male
[GROUP-2] key=497 | partition=0 | offset=164 | age=41 | gender=Female
[GROUP-2] key=499 | partition=0 | offset=165 | age=49 | gender=Male
[GROUP-2] key=501 | partition=0 | offset=166 | age=29 | gender=Male
[GROUP-2] key=506 | partition=0 | offset=167 | age=58 | gender=Female
[GROUP-2] key=509 | partition=0 | offset=168 | age=37 | gender=Female
[GROUP-2] key=514 | partition=0 | offset=169 | age=53 | gender=Female
[GROUP-2] key=517 | partition=0 | offset=170 | age=36 | gender=Female
[GROUP-2] key=518 | partition=0 | offset=171 | age=29 | gender=Female
[GROUP-2] key=524 | partition=0 | offset=172 | age=36 | gender=Female
[GROUP-2] key=529 | partition=0 | offset=173 | age=42 | gender=Female
[GROUP-2] key=534 | partition=0 | offset=174 | age=56 | gender=Male
[GROUP-2] key=537 | partition=0 | offset=175 | age=31 | gender=Female
[GROUP-2] key=542 | partition=0 | offset=176 | age=46 | gender=Female
[GROUP-2] key=545 | partition=0 | offset=177 | age=29 | gender=Male
[GROUP-2] key=546 | partition=0 | offset=178 | age=26 | gender=Female
[GROUP-2] key=549 | partition=0 | offset=179 | age=55 | gender=Male
[GROUP-2] key=550 | partition=0 | offset=180 | age=24 | gender=Female
[GROUP-2] key=553 | partition=0 | offset=181 | age=59 | gender=Male
[GROUP-2] key=557 | partition=0 | offset=182 | age=22 | gender=Female
[GROUP-2] key=561 | partition=0 | offset=183 | age=36 | gender=Female
[GROUP-2] key=566 | partition=0 | offset=184 | age=24 | gender=Male
[GROUP-2] key=569 | partition=0 | offset=185 | age=53 | gender=Other
[GROUP-2] key=576 | partition=0 | offset=186 | age=43 | gender=Female
[GROUP-2] key=577 | partition=0 | offset=187 | age=36 | gender=Female
[GROUP-2] key=580 | partition=0 | offset=188 | age=30 | gender=Male
[GROUP-2] key=581 | partition=0 | offset=189 | age=45 | gender=Other
[GROUP-2] key=585 | partition=0 | offset=190 | age=58 | gender=Female
[GROUP-2] key=588 | partition=0 | offset=191 | age=20 | gender=Male
[GROUP-2] key=590 | partition=0 | offset=192 | age=45 | gender=Female
[GROUP-2] key=593 | partition=0 | offset=193 | age=55 | gender=Male
[GROUP-2] key=596 | partition=0 | offset=194 | age=38 | gender=Male
[GROUP-2] key=602 | partition=0 | offset=195 | age=52 | gender=Female
[GROUP-2] key=604 | partition=0 | offset=196 | age=37 | gender=Male
[GROUP-2] key=605 | partition=0 | offset=197 | age=35 | gender=Male
[GROUP-2] key=606 | partition=0 | offset=198 | age=58 | gender=Female
[GROUP-2] key=609 | partition=0 | offset=199 | age=48 | gender=Male
[GROUP-2] key=611 | partition=0 | offset=200 | age=20 | gender=Male
[GROUP-2] key=615 | partition=0 | offset=201 | age=29 | gender=Female
[GROUP-2] key=632 | partition=0 | offset=202 | age=58 | gender=Male
[GROUP-2] key=636 | partition=0 | offset=203 | age=26 | gender=Male
[GROUP-2] key=639 | partition=0 | offset=204 | age=30 | gender=Male
[GROUP-2] key=645 | partition=0 | offset=205 | age=35 | gender=Male
[GROUP-2] key=650 | partition=0 | offset=206 | age=47 | gender=Male
[GROUP-2] key=655 | partition=0 | offset=207 | age=49 | gender=Male
[GROUP-2] key=656 | partition=0 | offset=208 | age=28 | gender=Male
[GROUP-2] key=658 | partition=0 | offset=209 | age=43 | gender=Male
[GROUP-2] key=659 | partition=0 | offset=210 | age=42 | gender=Male
[GROUP-2] key=661 | partition=0 | offset=211 | age=44 | gender=Male
[GROUP-2] key=662 | partition=0 | offset=212 | age=30 | gender=Male
[GROUP-2] key=664 | partition=0 | offset=213 | age=51 | gender=Female
[GROUP-2] key=674 | partition=0 | offset=214 | age=22 | gender=Male
[GROUP-2] key=678 | partition=0 | offset=215 | age=54 | gender=Female
[GROUP-2] key=679 | partition=0 | offset=216 | age=54 | gender=Female
[GROUP-2] key=681 | partition=0 | offset=217 | age=27 | gender=Female
[GROUP-2] key=683 | partition=0 | offset=218 | age=34 | gender=Female
[GROUP-2] key=684 | partition=0 | offset=219 | age=38 | gender=Female
[GROUP-2] key=685 | partition=0 | offset=220 | age=31 | gender=Female
[GROUP-2] key=686 | partition=0 | offset=221 | age=26 | gender=Male
[GROUP-2] key=688 | partition=0 | offset=222 | age=30 | gender=Female
[GROUP-2] key=691 | partition=0 | offset=223 | age=57 | gender=Male
[GROUP-2] key=692 | partition=0 | offset=224 | age=49 | gender=Male
[GROUP-2] key=693 | partition=0 | offset=225 | age=51 | gender=Male
[GROUP-2] key=701 | partition=0 | offset=226 | age=29 | gender=Female
[GROUP-2] key=704 | partition=0 | offset=227 | age=47 | gender=Male
[GROUP-2] key=712 | partition=0 | offset=228 | age=19 | gender=Male
[GROUP-2] key=714 | partition=0 | offset=229 | age=56 | gender=Female
[GROUP-2] key=715 | partition=0 | offset=230 | age=55 | gender=Female
[GROUP-2] key=716 | partition=0 | offset=231 | age=51 | gender=Female
[GROUP-2] key=717 | partition=0 | offset=232 | age=55 | gender=Male
[GROUP-2] key=719 | partition=0 | offset=233 | age=35 | gender=Male
[GROUP-2] key=722 | partition=0 | offset=234 | age=44 | gender=Female
[GROUP-2] key=728 | partition=0 | offset=235 | age=47 | gender=Female
[GROUP-2] key=731 | partition=0 | offset=236 | age=22 | gender=Female
[GROUP-2] key=733 | partition=0 | offset=237 | age=21 | gender=Male
[GROUP-2] key=736 | partition=0 | offset=238 | age=27 | gender=Female
[GROUP-2] key=737 | partition=0 | offset=239 | age=34 | gender=Male
[GROUP-2] key=739 | partition=0 | offset=240 | age=41 | gender=Female
[GROUP-2] key=742 | partition=0 | offset=241 | age=23 | gender=Other
[GROUP-2] key=745 | partition=0 | offset=242 | age=28 | gender=Female
[GROUP-2] key=756 | partition=0 | offset=243 | age=20 | gender=Female
[GROUP-2] key=757 | partition=0 | offset=244 | age=49 | gender=Male
[GROUP-2] key=758 | partition=0 | offset=245 | age=20 | gender=Female
[GROUP-2] key=761 | partition=0 | offset=246 | age=49 | gender=Male
[GROUP-2] key=765 | partition=0 | offset=247 | age=35 | gender=Female
[GROUP-2] key=768 | partition=0 | offset=248 | age=39 | gender=Male
[GROUP-2] key=770 | partition=0 | offset=249 | age=23 | gender=Female
[GROUP-2] key=771 | partition=0 | offset=250 | age=18 | gender=Female
[GROUP-2] key=774 | partition=0 | offset=251 | age=29 | gender=Male
[GROUP-2] key=775 | partition=0 | offset=252 | age=43 | gender=Female
[GROUP-2] key=776 | partition=0 | offset=253 | age=51 | gender=Female
[GROUP-2] key=777 | partition=0 | offset=254 | age=31 | gender=Male
[GROUP-2] key=782 | partition=0 | offset=255 | age=39 | gender=Male
[GROUP-2] key=785 | partition=0 | offset=256 | age=43 | gender=Male
[GROUP-2] key=786 | partition=0 | offset=257 | age=53 | gender=Female
[GROUP-2] key=794 | partition=0 | offset=258 | age=45 | gender=Male
[GROUP-2] key=0 | partition=2 | offset=0 | age=56 | gender=Male
[GROUP-2] key=1 | partition=2 | offset=1 | age=46 | gender=Male
[GROUP-2] key=8 | partition=2 | offset=2 | age=28 | gender=Female
[GROUP-2] key=13 | partition=2 | offset=3 | age=41 | gender=Male
[GROUP-2] key=17 | partition=2 | offset=4 | age=41 | gender=Female
[GROUP-2] key=22 | partition=2 | offset=5 | age=50 | gender=Male
[GROUP-2] key=24 | partition=2 | offset=6 | age=39 | gender=Female
[GROUP-2] key=29 | partition=2 | offset=7 | age=33 | gender=Male
[GROUP-2] key=33 | partition=2 | offset=8 | age=24 | gender=Other
[GROUP-2] key=34 | partition=2 | offset=9 | age=38 | gender=Female
[GROUP-2] key=40 | partition=2 | offset=10 | age=31 | gender=Male
[GROUP-2] key=41 | partition=2 | offset=11 | age=26 | gender=Male
[GROUP-2] key=42 | partition=2 | offset=12 | age=43 | gender=Male
[GROUP-2] key=44 | partition=2 | offset=13 | age=37 | gender=Male
[GROUP-2] key=55 | partition=2 | offset=14 | age=23 | gender=Female
[GROUP-2] key=59 | partition=2 | offset=15 | age=35 | gender=Male
[GROUP-2] key=74 | partition=2 | offset=16 | age=41 | gender=Male
[GROUP-2] key=76 | partition=2 | offset=17 | age=42 | gender=Male
[GROUP-2] key=79 | partition=2 | offset=18 | age=32 | gender=Female
[GROUP-2] key=81 | partition=2 | offset=19 | age=42 | gender=Female
[GROUP-2] key=83 | partition=2 | offset=20 | age=26 | gender=Female
[GROUP-2] key=101 | partition=2 | offset=21 | age=25 | gender=Male
[GROUP-2] key=105 | partition=2 | offset=22 | age=40 | gender=Female
[GROUP-2] key=110 | partition=2 | offset=23 | age=39 | gender=Male
[GROUP-2] key=111 | partition=2 | offset=24 | age=44 | gender=Male
[GROUP-2] key=113 | partition=2 | offset=25 | age=18 | gender=Male
[GROUP-2] key=120 | partition=2 | offset=26 | age=43 | gender=Female
[GROUP-2] key=121 | partition=2 | offset=27 | age=31 | gender=Female
[GROUP-2] key=122 | partition=2 | offset=28 | age=56 | gender=Male
[GROUP-2] key=124 | partition=2 | offset=29 | age=26 | gender=Female
[GROUP-2] key=125 | partition=2 | offset=30 | age=32 | gender=Male
[GROUP-2] key=128 | partition=2 | offset=31 | age=59 | gender=Female
[GROUP-2] key=134 | partition=2 | offset=32 | age=47 | gender=Male
[GROUP-2] key=135 | partition=2 | offset=33 | age=54 | gender=Female
[GROUP-2] key=136 | partition=2 | offset=34 | age=40 | gender=Male
[GROUP-2] key=137 | partition=2 | offset=35 | age=56 | gender=Female
[GROUP-2] key=139 | partition=2 | offset=36 | age=46 | gender=Female
[GROUP-2] key=140 | partition=2 | offset=37 | age=53 | gender=Male
[GROUP-2] key=145 | partition=2 | offset=38 | age=45 | gender=Male
[GROUP-2] key=149 | partition=2 | offset=39 | age=45 | gender=Female
[GROUP-2] key=152 | partition=2 | offset=40 | age=47 | gender=Female
[GROUP-2] key=154 | partition=2 | offset=41 | age=45 | gender=Male
[GROUP-2] key=156 | partition=2 | offset=42 | age=56 | gender=Male
[GROUP-2] key=157 | partition=2 | offset=43 | age=50 | gender=Female
[GROUP-2] key=158 | partition=2 | offset=44 | age=18 | gender=Female
[GROUP-2] key=162 | partition=2 | offset=45 | age=20 | gender=Male
[GROUP-2] key=168 | partition=2 | offset=46 | age=54 | gender=Female
[GROUP-2] key=171 | partition=2 | offset=47 | age=41 | gender=Female
[GROUP-2] key=175 | partition=2 | offset=48 | age=41 | gender=Female
[GROUP-2] key=176 | partition=2 | offset=49 | age=58 | gender=Male
[GROUP-2] key=179 | partition=2 | offset=50 | age=19 | gender=Female
[GROUP-2] key=185 | partition=2 | offset=51 | age=45 | gender=Female
[GROUP-2] key=189 | partition=2 | offset=52 | age=50 | gender=Male
[GROUP-2] key=190 | partition=2 | offset=53 | age=18 | gender=Male
[GROUP-2] key=193 | partition=2 | offset=54 | age=43 | gender=Male
[GROUP-2] key=195 | partition=2 | offset=55 | age=23 | gender=Male
[GROUP-2] key=197 | partition=2 | offset=56 | age=21 | gender=Female
[GROUP-2] key=202 | partition=2 | offset=57 | age=22 | gender=Male
[GROUP-2] key=203 | partition=2 | offset=58 | age=51 | gender=Male
[GROUP-2] key=206 | partition=2 | offset=59 | age=28 | gender=Female
[GROUP-2] key=208 | partition=2 | offset=60 | age=50 | gender=Female
[GROUP-2] key=209 | partition=2 | offset=61 | age=26 | gender=Male
[GROUP-2] key=210 | partition=2 | offset=62 | age=23 | gender=Female
[GROUP-2] key=212 | partition=2 | offset=63 | age=46 | gender=Male
[GROUP-2] key=213 | partition=2 | offset=64 | age=20 | gender=Female
[GROUP-2] key=219 | partition=2 | offset=65 | age=36 | gender=Other
[GROUP-2] key=220 | partition=2 | offset=66 | age=37 | gender=Female
[GROUP-2] key=221 | partition=2 | offset=67 | age=49 | gender=Female
[GROUP-2] key=223 | partition=2 | offset=68 | age=58 | gender=Female
[GROUP-2] key=225 | partition=2 | offset=69 | age=57 | gender=Female
[GROUP-2] key=226 | partition=2 | offset=70 | age=56 | gender=Male
[GROUP-2] key=239 | partition=2 | offset=71 | age=33 | gender=Male
[GROUP-2] key=241 | partition=2 | offset=72 | age=19 | gender=Female
[GROUP-2] key=244 | partition=2 | offset=73 | age=22 | gender=Female
[GROUP-2] key=246 | partition=2 | offset=74 | age=49 | gender=Male
[GROUP-2] key=250 | partition=2 | offset=75 | age=36 | gender=Male
[GROUP-2] key=258 | partition=2 | offset=76 | age=25 | gender=Female
[GROUP-2] key=261 | partition=2 | offset=77 | age=57 | gender=Male
[GROUP-2] key=263 | partition=2 | offset=78 | age=52 | gender=Female
[GROUP-2] key=265 | partition=2 | offset=79 | age=52 | gender=Male
[GROUP-2] key=268 | partition=2 | offset=80 | age=35 | gender=Male
[GROUP-2] key=270 | partition=2 | offset=81 | age=19 | gender=Male
[GROUP-2] key=274 | partition=2 | offset=82 | age=53 | gender=Male
[GROUP-2] key=276 | partition=2 | offset=83 | age=21 | gender=Male
[GROUP-2] key=280 | partition=2 | offset=84 | age=37 | gender=Male
[GROUP-2] key=285 | partition=2 | offset=85 | age=50 | gender=Male
[GROUP-2] key=287 | partition=2 | offset=86 | age=39 | gender=Male
[GROUP-2] key=290 | partition=2 | offset=87 | age=55 | gender=Female
[GROUP-2] key=297 | partition=2 | offset=88 | age=47 | gender=Male
[GROUP-2] key=299 | partition=2 | offset=89 | age=45 | gender=Female
[GROUP-2] key=300 | partition=2 | offset=90 | age=50 | gender=Female
[GROUP-2] key=303 | partition=2 | offset=91 | age=21 | gender=Female
[GROUP-2] key=305 | partition=2 | offset=92 | age=34 | gender=Female
[GROUP-2] key=311 | partition=2 | offset=93 | age=58 | gender=Female
[GROUP-2] key=312 | partition=2 | offset=94 | age=54 | gender=Male
[GROUP-2] key=313 | partition=2 | offset=95 | age=41 | gender=Female
[GROUP-2] key=321 | partition=2 | offset=96 | age=50 | gender=Female
[GROUP-2] key=322 | partition=2 | offset=97 | age=20 | gender=Female
[GROUP-2] key=324 | partition=2 | offset=98 | age=42 | gender=Male
[GROUP-2] key=325 | partition=2 | offset=99 | age=59 | gender=Female
[GROUP-2] key=327 | partition=2 | offset=100 | age=20 | gender=Male
[GROUP-2] key=337 | partition=2 | offset=101 | age=43 | gender=Male
[GROUP-2] key=341 | partition=2 | offset=102 | age=26 | gender=Male
[GROUP-2] key=347 | partition=2 | offset=103 | age=42 | gender=Male
[GROUP-2] key=348 | partition=2 | offset=104 | age=41 | gender=Female
[GROUP-2] key=349 | partition=2 | offset=105 | age=30 | gender=Male
[GROUP-2] key=350 | partition=2 | offset=106 | age=24 | gender=Female
[GROUP-2] key=354 | partition=2 | offset=107 | age=25 | gender=Male
[GROUP-2] key=357 | partition=2 | offset=108 | age=29 | gender=Female
[GROUP-2] key=359 | partition=2 | offset=109 | age=32 | gender=Male
[GROUP-2] key=362 | partition=2 | offset=110 | age=19 | gender=Female
[GROUP-2] key=365 | partition=2 | offset=111 | age=39 | gender=Female
[GROUP-2] key=370 | partition=2 | offset=112 | age=23 | gender=Female
[GROUP-2] key=371 | partition=2 | offset=113 | age=32 | gender=Male
[GROUP-2] key=373 | partition=2 | offset=114 | age=50 | gender=Female
[GROUP-2] key=376 | partition=2 | offset=115 | age=56 | gender=Female
[GROUP-2] key=379 | partition=2 | offset=116 | age=49 | gender=Female
[GROUP-2] key=380 | partition=2 | offset=117 | age=47 | gender=Male
[GROUP-2] key=387 | partition=2 | offset=118 | age=36 | gender=Female
[GROUP-2] key=392 | partition=2 | offset=119 | age=54 | gender=Female
[GROUP-2] key=393 | partition=2 | offset=120 | age=43 | gender=Male
[GROUP-2] key=397 | partition=2 | offset=121 | age=18 | gender=Male
[GROUP-2] key=404 | partition=2 | offset=122 | age=33 | gender=Male
[GROUP-2] key=407 | partition=2 | offset=123 | age=39 | gender=Female
[GROUP-2] key=409 | partition=2 | offset=124 | age=20 | gender=Female
[GROUP-2] key=411 | partition=2 | offset=125 | age=43 | gender=Male
[GROUP-2] key=415 | partition=2 | offset=126 | age=46 | gender=Female
[GROUP-2] key=417 | partition=2 | offset=127 | age=45 | gender=Female
[GROUP-2] key=422 | partition=2 | offset=128 | age=33 | gender=Female
[GROUP-2] key=423 | partition=2 | offset=129 | age=43 | gender=Female
[GROUP-2] key=431 | partition=2 | offset=130 | age=40 | gender=Female
[GROUP-2] key=434 | partition=2 | offset=131 | age=53 | gender=Female
[GROUP-2] key=439 | partition=2 | offset=132 | age=49 | gender=Male
[GROUP-2] key=440 | partition=2 | offset=133 | age=18 | gender=Male
[GROUP-2] key=444 | partition=2 | offset=134 | age=41 | gender=Male
[GROUP-2] key=445 | partition=2 | offset=135 | age=33 | gender=Male
[GROUP-2] key=448 | partition=2 | offset=136 | age=49 | gender=Male
[GROUP-2] key=450 | partition=2 | offset=137 | age=37 | gender=Male
[GROUP-2] key=456 | partition=2 | offset=138 | age=54 | gender=Female
[GROUP-2] key=458 | partition=2 | offset=139 | age=20 | gender=Female
[GROUP-2] key=460 | partition=2 | offset=140 | age=50 | gender=Other
[GROUP-2] key=461 | partition=2 | offset=141 | age=57 | gender=Male
[GROUP-2] key=462 | partition=2 | offset=142 | age=27 | gender=Female
[GROUP-2] key=465 | partition=2 | offset=143 | age=29 | gender=Female
[GROUP-2] key=467 | partition=2 | offset=144 | age=19 | gender=Male
[GROUP-2] key=472 | partition=2 | offset=145 | age=25 | gender=Male
[GROUP-2] key=474 | partition=2 | offset=146 | age=43 | gender=Female
[GROUP-2] key=479 | partition=2 | offset=147 | age=24 | gender=Female
[GROUP-2] key=480 | partition=2 | offset=148 | age=21 | gender=Female
[GROUP-2] key=483 | partition=2 | offset=149 | age=53 | gender=Male
[GROUP-2] key=485 | partition=2 | offset=150 | age=38 | gender=Female
[GROUP-2] key=488 | partition=2 | offset=151 | age=54 | gender=Male
[GROUP-2] key=493 | partition=2 | offset=152 | age=53 | gender=Female
[GROUP-2] key=495 | partition=2 | offset=153 | age=56 | gender=Female
[GROUP-2] key=496 | partition=2 | offset=154 | age=49 | gender=Female
[GROUP-2] key=498 | partition=2 | offset=155 | age=40 | gender=Male
[GROUP-2] key=500 | partition=2 | offset=156 | age=54 | gender=Male
[GROUP-2] key=503 | partition=2 | offset=157 | age=40 | gender=Female
[GROUP-2] key=504 | partition=2 | offset=158 | age=42 | gender=Male
[GROUP-2] key=507 | partition=2 | offset=159 | age=47 | gender=Male
[GROUP-2] key=508 | partition=2 | offset=160 | age=34 | gender=Female
[GROUP-2] key=510 | partition=2 | offset=161 | age=42 | gender=Female
[GROUP-2] key=513 | partition=2 | offset=162 | age=36 | gender=Male
[GROUP-2] key=515 | partition=2 | offset=163 | age=29 | gender=Female
[GROUP-2] key=516 | partition=2 | offset=164 | age=58 | gender=Male
[GROUP-2] key=520 | partition=2 | offset=165 | age=24 | gender=Female
[GROUP-2] key=521 | partition=2 | offset=166 | age=45 | gender=Female
[GROUP-2] key=523 | partition=2 | offset=167 | age=48 | gender=Female
[GROUP-2] key=525 | partition=2 | offset=168 | age=33 | gender=Female
[GROUP-2] key=527 | partition=2 | offset=169 | age=52 | gender=Female
[GROUP-2] key=528 | partition=2 | offset=170 | age=29 | gender=Male
[GROUP-2] key=531 | partition=2 | offset=171 | age=53 | gender=Male
[GROUP-2] key=532 | partition=2 | offset=172 | age=40 | gender=Female
[GROUP-2] key=533 | partition=2 | offset=173 | age=33 | gender=Male
[GROUP-2] key=535 | partition=2 | offset=174 | age=59 | gender=Female
[GROUP-2] key=538 | partition=2 | offset=175 | age=48 | gender=Female
[GROUP-2] key=543 | partition=2 | offset=176 | age=28 | gender=Other
[GROUP-2] key=547 | partition=2 | offset=177 | age=27 | gender=Female
[GROUP-2] key=554 | partition=2 | offset=178 | age=26 | gender=Female
[GROUP-2] key=556 | partition=2 | offset=179 | age=19 | gender=Male
[GROUP-2] key=558 | partition=2 | offset=180 | age=46 | gender=Female
[GROUP-2] key=562 | partition=2 | offset=181 | age=25 | gender=Male
[GROUP-2] key=565 | partition=2 | offset=182 | age=34 | gender=Female
[GROUP-2] key=567 | partition=2 | offset=183 | age=42 | gender=Female
[GROUP-2] key=570 | partition=2 | offset=184 | age=23 | gender=Female
