Group: consumption-group-2 | Topic: consumption_events
Waiting for messages... (Ctrl+C to stop)
------------------------------------------------------------
[GROUP-2] key=7 | partition=0 | offset=0 | meals=10 | calories=2983
[GROUP-2] key=123 | partition=1 | offset=45 | meals=10 | calories=2470
[GROUP-2] key=126 | partition=1 | offset=46 | meals=13 | calories=1637
[GROUP-2] key=127 | partition=1 | offset=47 | meals=13 | calories=2541
[GROUP-2] key=130 | partition=1 | offset=48 | meals=13 | calories=2680
[GROUP-2] key=133 | partition=1 | offset=49 | meals=4 | calories=1872
[GROUP-2] key=138 | partition=1 | offset=50 | meals=11 | calories=2125
[GROUP-2] key=141 | partition=1 | offset=51 | meals=9 | calories=3364
[GROUP-2] key=142 | partition=1 | offset=52 | meals=8 | calories=1935
[GROUP-2] key=143 | partition=1 | offset=53 | meals=11 | calories=2297
[GROUP-2] key=147 | partition=1 | offset=54 | meals=14 | calories=2365
[GROUP-2] key=148 | partition=1 | offset=55 | meals=11 | calories=2135
[GROUP-2] key=150 | partition=1 | offset=56 | meals=14 | calories=3293
[GROUP-2] key=151 | partition=1 | offset=57 | meals=10 | calories=2193
[GROUP-2] key=159 | partition=1 | offset=58 | meals=12 | calories=2005
[GROUP-2] key=160 | partition=1 | offset=59 | meals=4 | calories=2263
[GROUP-2] key=161 | partition=1 | offset=60 | meals=6 | calories=2732
[GROUP-2] key=163 | partition=1 | offset=61 | meals=6 | calories=2141
[GROUP-2] key=164 | partition=1 | offset=62 | meals=14 | calories=2937
[GROUP-2] key=167 | partition=1 | offset=63 | meals=14 | calories=2526
[GROUP-2] key=169 | partition=1 | offset=64 | meals=3 | calories=3327
[GROUP-2] key=173 | partition=1 | offset=65 | meals=3 | calories=2339
[GROUP-2] key=180 | partition=1 | offset=66 | meals=12 | calories=2430
[GROUP-2] key=183 | partition=1 | offset=67 | meals=3 | calories=2362
[GROUP-2] key=184 | partition=1 | offset=68 | meals=13 | calories=2075
[GROUP-2] key=187 | partition=1 | offset=69 | meals=14 | calories=2570
[GROUP-2] key=191 | partition=1 | offset=70 | meals=9 | calories=3436
[GROUP-2] key=192 | partition=1 | offset=71 | meals=3 | calories=1760
[GROUP-2] key=194 | partition=1 | offset=72 | meals=1 | calories=1797
[GROUP-2] key=196 | partition=1 | offset=73 | meals=0 | calories=2259
[GROUP-2] key=199 | partition=1 | offset=74 | meals=9 | calories=1998
[GROUP-2] key=200 | partition=1 | offset=75 | meals=8 | calories=3333
[GROUP-2] key=207 | partition=1 | offset=76 | meals=6 | calories=2201
[GROUP-2] key=211 | partition=1 | offset=77 | meals=14 | calories=2099
[GROUP-2] key=215 | partition=1 | offset=78 | meals=12 | calories=3394
[GROUP-2] key=218 | partition=1 | offset=79 | meals=3 | calories=3248
[GROUP-2] key=224 | partition=1 | offset=80 | meals=0 | calories=2162
[GROUP-2] key=228 | partition=1 | offset=81 | meals=9 | calories=2925
[GROUP-2] key=229 | partition=1 | offset=82 | meals=14 | calories=2521
[GROUP-2] key=231 | partition=1 | offset=83 | meals=12 | calories=2972
[GROUP-2] key=234 | partition=1 | offset=84 | meals=5 | calories=2516
[GROUP-2] key=235 | partition=1 | offset=85 | meals=4 | calories=2697
[GROUP-2] key=238 | partition=1 | offset=86 | meals=8 | calories=1955
[GROUP-2] key=240 | partition=1 | offset=87 | meals=8 | calories=3225
[GROUP-2] key=243 | partition=1 | offset=88 | meals=7 | calories=2342
[GROUP-2] key=248 | partition=1 | offset=89 | meals=7 | calories=2391
[GROUP-2] key=249 | partition=1 | offset=90 | meals=7 | calories=2936
[GROUP-2] key=253 | partition=1 | offset=91 | meals=4 | calories=2805
[GROUP-2] key=254 | partition=1 | offset=92 | meals=3 | calories=2285
[GROUP-2] key=256 | partition=1 | offset=93 | meals=7 | calories=2987
[GROUP-2] key=260 | partition=1 | offset=94 | meals=6 | calories=3219
[GROUP-2] key=262 | partition=1 | offset=95 | meals=8 | calories=2584
[GROUP-2] key=269 | partition=1 | offset=96 | meals=1 | calories=2013
[GROUP-2] key=271 | partition=1 | offset=97 | meals=14 | calories=2843
[GROUP-2] key=272 | partition=1 | offset=98 | meals=0 | calories=2502
[GROUP-2] key=277 | partition=1 | offset=99 | meals=6 | calories=2505
[GROUP-2] key=278 | partition=1 | offset=100 | meals=4 | calories=3471
[GROUP-2] key=279 | partition=1 | offset=101 | meals=0 | calories=3023
[GROUP-2] key=281 | partition=1 | offset=102 | meals=4 | calories=3241
[GROUP-2] key=283 | partition=1 | offset=103 | meals=2 | calories=1804
[GROUP-2] key=288 | partition=1 | offset=104 | meals=8 | calories=2851
[GROUP-2] key=295 | partition=1 | offset=105 | meals=1 | calories=3064
[GROUP-2] key=296 | partition=1 | offset=106 | meals=2 | calories=3156
[GROUP-2] key=298 | partition=1 | offset=107 | meals=4 | calories=2289
[GROUP-2] key=301 | partition=1 | offset=108 | meals=9 | calories=2238
[GROUP-2] key=302 | partition=1 | offset=109 | meals=5 | calories=3022
[GROUP-2] key=304 | partition=1 | offset=110 | meals=6 | calories=3383
[GROUP-2] key=307 | partition=1 | offset=111 | meals=10 | calories=3095
[GROUP-2] key=308 | partition=1 | offset=112 | meals=6 | calories=3278
[GROUP-2] key=310 | partition=1 | offset=113 | meals=11 | calories=1798
[GROUP-2] key=319 | partition=1 | offset=114 | meals=13 | calories=1620
[GROUP-2] key=320 | partition=1 | offset=115 | meals=3 | calories=2705
[GROUP-2] key=326 | partition=1 | offset=116 | meals=8 | calories=1904
[GROUP-2] key=328 | partition=1 | offset=117 | meals=0 | calories=3480
[GROUP-2] key=329 | partition=1 | offset=118 | meals=10 | calories=2452
[GROUP-2] key=331 | partition=1 | offset=119 | meals=8 | calories=2044
[GROUP-2] key=333 | partition=1 | offset=120 | meals=3 | calories=1760
[GROUP-2] key=334 | partition=1 | offset=121 | meals=12 | calories=2801
[GROUP-2] key=335 | partition=1 | offset=122 | meals=0 | calories=2228
[GROUP-2] key=336 | partition=1 | offset=123 | meals=11 | calories=3331
[GROUP-2] key=339 | partition=1 | offset=124 | meals=4 | calories=2616
[GROUP-2] key=343 | partition=1 | offset=125 | meals=7 | calories=1888
[GROUP-2] key=344 | partition=1 | offset=126 | meals=5 | calories=2192
[GROUP-2] key=345 | partition=1 | offset=127 | meals=7 | calories=3287
[GROUP-2] key=352 | partition=1 | offset=128 | meals=2 | calories=3304
[GROUP-2] key=353 | partition=1 | offset=129 | meals=5 | calories=2022
[GROUP-2] key=355 | partition=1 | offset=130 | meals=1 | calories=1776
[GROUP-2] key=356 | partition=1 | offset=131 | meals=6 | calories=2128
[GROUP-2] key=363 | partition=1 | offset=132 | meals=6 | calories=2441
[GROUP-2] key=366 | partition=1 | offset=133 | meals=7 | calories=3137
[GROUP-2] key=374 | partition=1 | offset=134 | meals=14 | calories=2034
[GROUP-2] key=377 | partition=1 | offset=135 | meals=6 | calories=2709
[GROUP-2] key=378 | partition=1 | offset=136 | meals=9 | calories=2187
[GROUP-2] key=381 | partition=1 | offset=137 | meals=8 | calories=2170
[GROUP-2] key=382 | partition=1 | offset=138 | meals=6 | calories=3273
[GROUP-2] key=384 | partition=1 | offset=139 | meals=0 | calories=3327
[GROUP-2] key=385 | partition=1 | offset=140 | meals=11 | calories=1842
[GROUP-2] key=386 | partition=1 | offset=141 | meals=7 | calories=3454
[GROUP-2] key=389 | partition=1 | offset=142 | meals=13 | calories=1631
[GROUP-2] key=396 | partition=1 | offset=143 | meals=4 | calories=2483
[GROUP-2] key=399 | partition=1 | offset=144 | meals=7 | calories=1975
[GROUP-2] key=403 | partition=1 | offset=145 | meals=13 | calories=3349
[GROUP-2] key=408 | partition=1 | offset=146 | meals=1 | calories=2600
[GROUP-2] key=410 | partition=1 | offset=147 | meals=6 | calories=1657
[GROUP-2] key=416 | partition=1 | offset=148 | meals=1 | calories=3383
[GROUP-2] key=418 | partition=1 | offset=149 | meals=13 | calories=2667
[GROUP-2] key=420 | partition=1 | offset=150 | meals=0 | calories=3177
[GROUP-2] key=425 | partition=1 | offset=151 | meals=8 | calories=3059
[GROUP-2] key=426 | partition=1 | offset=152 | meals=4 | calories=3414
[GROUP-2] key=427 | partition=1 | offset=153 | meals=1 | calories=2200
[GROUP-2] key=428 | partition=1 | offset=154 | meals=10 | calories=1978
[GROUP-2] key=429 | partition=1 | offset=155 | meals=8 | calories=2801
[GROUP-2] key=432 | partition=1 | offset=156 | meals=10 | calories=1906
[GROUP-2] key=436 | partition=1 | offset=157 | meals=6 | calories=3209
[GROUP-2] key=446 | partition=1 | offset=158 | meals=5 | calories=2504
[GROUP-2] key=447 | partition=1 | offset=159 | meals=11 | calories=2158
[GROUP-2] key=451 | partition=1 | offset=160 | meals=11 | calories=2153
[GROUP-2] key=452 | partition=1 | offset=161 | meals=14 | calories=2427
[GROUP-2] key=455 | partition=1 | offset=162 | meals=5 | calories=2891
[GROUP-2] key=457 | partition=1 | offset=163 | meals=12 | calories=2374
[GROUP-2] key=459 | partition=1 | offset=164 | meals=13 | calories=1986
[GROUP-2] key=463 | partition=1 | offset=165 | meals=13 | calories=3249
[GROUP-2] key=468 | partition=1 | offset=166 | meals=13 | calories=1819
[GROUP-2] key=469 | partition=1 | offset=167 | meals=8 | calories=2752
[GROUP-2] key=475 | partition=1 | offset=168 | meals=1 | calories=2287
[GROUP-2] key=477 | partition=1 | offset=169 | meals=1 | calories=2212
[GROUP-2] key=481 | partition=1 | offset=170 | meals=9 | calories=1965
[GROUP-2] key=482 | partition=1 | offset=171 | meals=8 | calories=3381
[GROUP-2] key=484 | partition=1 | offset=172 | meals=8 | calories=2143
[GROUP-2] key=486 | partition=1 | offset=173 | meals=5 | calories=3147
[GROUP-2] key=487 | partition=1 | offset=174 | meals=0 | calories=2413
[GROUP-2] key=491 | partition=1 | offset=175 | meals=0 | calories=2732
[GROUP-2] key=492 | partition=1 | offset=176 | meals=13 | calories=2612
[GROUP-2] key=494 | partition=1 | offset=177 | meals=13 | calories=2269
[GROUP-2] key=502 | partition=1 | offset=178 | meals=12 | calories=3194
[GROUP-2] key=505 | partition=1 | offset=179 | meals=7 | calories=3418
[GROUP-2] key=513 | partition=2 | offset=162 | meals=11 | calories=3289
[GROUP-2] key=515 | partition=2 | offset=163 | meals=11 | calories=2621
[GROUP-2] key=516 | partition=2 | offset=164 | meals=12 | calories=2244
[GROUP-2] key=520 | partition=2 | offset=165 | meals=1 | calories=3100
[GROUP-2] key=521 | partition=2 | offset=166 | meals=12 | calories=1864
[GROUP-2] key=523 | partition=2 | offset=167 | meals=14 | calories=3109
[GROUP-2] key=525 | partition=2 | offset=168 | meals=12 | calories=2245
[GROUP-2] key=527 | partition=2 | offset=169 | meals=13 | calories=3195
[GROUP-2] key=528 | partition=2 | offset=170 | meals=1 | calories=3000
[GROUP-2] key=531 | partition=2 | offset=171 | meals=2 | calories=2542
[GROUP-2] key=532 | partition=2 | offset=172 | meals=14 | calories=2987
[GROUP-2] key=533 | partition=2 | offset=173 | meals=2 | calories=3499
[GROUP-2] key=535 | partition=2 | offset=174 | meals=2 | calories=2324
[GROUP-2] key=538 | partition=2 | offset=175 | meals=8 | calories=2581
[GROUP-2] key=543 | partition=2 | offset=176 | meals=12 | calories=2585
[GROUP-2] key=547 | partition=2 | offset=177 | meals=8 | calories=2841
[GROUP-2] key=554 | partition=2 | offset=178 | meals=11 | calories=1640
[GROUP-2] key=556 | partition=2 | offset=179 | meals=13 | calories=2542
[GROUP-2] key=558 | partition=2 | offset=180 | meals=6 | calories=2937
[GROUP-2] key=562 | partition=2 | offset=181 | meals=3 | calories=2799
[GROUP-2] key=565 | partition=2 | offset=182 | meals=0 | calories=1872
[GROUP-2] key=567 | partition=2 | offset=183 | meals=6 | calories=2219
[GROUP-2] key=570 | partition=2 | offset=184 | meals=12 | calories=3406
[GROUP-2] key=571 | partition=2 | offset=185 | meals=3 | calories=3482
[GROUP-2] key=573 | partition=2 | offset=186 | meals=11 | calories=1888
[GROUP-2] key=575 | partition=2 | offset=187 | meals=6 | calories=2492
[GROUP-2] key=583 | partition=2 | offset=188 | meals=2 | calories=2053
[GROUP-2] key=591 | partition=2 | offset=189 | meals=12 | calories=2239
[GROUP-2] key=595 | partition=2 | offset=190 | meals=6 | calories=2041
[GROUP-2] key=600 | partition=2 | offset=191 | meals=5 | calories=2132
[GROUP-2] key=603 | partition=2 | offset=192 | meals=4 | calories=3252
[GROUP-2] key=608 | partition=2 | offset=193 | meals=6 | calories=3024
[GROUP-2] key=610 | partition=2 | offset=194 | meals=0 | calories=1992
[GROUP-2] key=612 | partition=2 | offset=195 | meals=4 | calories=3387
[GROUP-2] key=614 | partition=2 | offset=196 | meals=1 | calories=2830
[GROUP-2] key=616 | partition=2 | offset=197 | meals=4 | calories=2738
[GROUP-2] key=617 | partition=2 | offset=198 | meals=4 | calories=3360
[GROUP-2] key=621 | partition=2 | offset=199 | meals=3 | calories=2006
[GROUP-2] key=622 | partition=2 | offset=200 | meals=0 | calories=3066
[GROUP-2] key=625 | partition=2 | offset=201 | meals=11 | calories=2487
[GROUP-2] key=626 | partition=2 | offset=202 | meals=10 | calories=2157
[GROUP-2] key=629 | partition=2 | offset=203 | meals=3 | calories=2211
[GROUP-2] key=630 | partition=2 | offset=204 | meals=6 | calories=2100
[GROUP-2] key=633 | partition=2 | offset=205 | meals=13 | calories=3170
[GROUP-2] key=635 | partition=2 | offset=206 | meals=1 | calories=3165
[GROUP-2] key=638 | partition=2 | offset=207 | meals=1 | calories=2195
[GROUP-2] key=643 | partition=2 | offset=208 | meals=3 | calories=1753
[GROUP-2] key=644 | partition=2 | offset=209 | meals=12 | calories=2213
[GROUP-2] key=649 | partition=2 | offset=210 | meals=12 | calories=2546
[GROUP-2] key=651 | partition=2 | offset=211 | meals=8 | calories=3049
[GROUP-2] key=653 | partition=2 | offset=212 | meals=7 | calories=3336
[GROUP-2] key=657 | partition=2 | offset=213 | meals=1 | calories=2950
[GROUP-2] key=660 | partition=2 | offset=214 | meals=0 | calories=2696
[GROUP-2] key=663 | partition=2 | offset=215 | meals=9 | calories=2998
[GROUP-2] key=665 | partition=2 | offset=216 | meals=7 | calories=3131
[GROUP-2] key=667 | partition=2 | offset=217 | meals=11 | calories=2542
[GROUP-2] key=668 | partition=2 | offset=218 | meals=10 | calories=2611
[GROUP-2] key=669 | partition=2 | offset=219 | meals=6 | calories=1997
[GROUP-2] key=670 | partition=2 | offset=220 | meals=1 | calories=2743
[GROUP-2] key=672 | partition=2 | offset=221 | meals=10 | calories=3060
[GROUP-2] key=675 | partition=2 | offset=222 | meals=0 | calories=2535
[GROUP-2] key=676 | partition=2 | offset=223 | meals=14 | calories=2064
[GROUP-2] key=677 | partition=2 | offset=224 | meals=0 | calories=1885
[GROUP-2] key=680 | partition=2 | offset=225 | meals=7 | calories=2272
[GROUP-2] key=687 | partition=2 | offset=226 | meals=4 | calories=3362
[GROUP-2] key=690 | partition=2 | offset=227 | meals=7 | calories=1821
[GROUP-2] key=696 | partition=2 | offset=228 | meals=2 | calories=2113
[GROUP-2] key=697 | partition=2 | offset=229 | meals=7 | calories=3496
[GROUP-2] key=698 | partition=2 | offset=230 | meals=2 | calories=3260
[GROUP-2] key=702 | partition=2 | offset=231 | meals=3 | calories=2750
[GROUP-2] key=705 | partition=2 | offset=232 | meals=9 | calories=2639
[GROUP-2] key=706 | partition=2 | offset=233 | meals=14 | calories=2076
[GROUP-2] key=707 | partition=2 | offset=234 | meals=13 | calories=2685
[GROUP-2] key=708 | partition=2 | offset=235 | meals=3 | calories=2480
[GROUP-2] key=710 | partition=2 | offset=236 | meals=3 | calories=3293
[GROUP-2] key=711 | partition=2 | offset=237 | meals=14 | calories=1867
[GROUP-2] key=713 | partition=2 | offset=238 | meals=6 | calories=2378
[GROUP-2] key=720 | partition=2 | offset=239 | meals=4 | calories=2948
[GROUP-2] key=721 | partition=2 | offset=240 | meals=13 | calories=2927
[GROUP-2] key=723 | partition=2 | offset=241 | meals=7 | calories=3492
[GROUP-2] key=724 | partition=2 | offset=242 | meals=9 | calories=3307
[GROUP-2] key=727 | partition=2 | offset=243 | meals=11 | calories=3068
[GROUP-2] key=730 | partition=2 | offset=244 | meals=7 | calories=2576
[GROUP-2] key=732 | partition=2 | offset=245 | meals=8 | calories=2327
[GROUP-2] key=740 | partition=2 | offset=246 | meals=13 | calories=1931
[GROUP-2] key=743 | partition=2 | offset=247 | meals=8 | calories=1773
[GROUP-2] key=746 | partition=2 | offset=248 | meals=9 | calories=3496
[GROUP-2] key=747 | partition=2 | offset=249 | meals=6 | calories=2258
[GROUP-2] key=749 | partition=2 | offset=250 | meals=14 | calories=2419
[GROUP-2] key=750 | partition=2 | offset=251 | meals=1 | calories=2204
[GROUP-2] key=751 | partition=2 | offset=252 | meals=9 | calories=2005
[GROUP-2] key=752 | partition=2 | offset=253 | meals=4 | calories=1831
[GROUP-2] key=762 | partition=2 | offset=254 | meals=11 | calories=3078
[GROUP-2] key=763 | partition=2 | offset=255 | meals=1 | calories=1947
[GROUP-2] key=767 | partition=2 | offset=256 | meals=0 | calories=1675
[GROUP-2] key=769 | partition=2 | offset=257 | meals=1 | calories=2453
[GROUP-2] key=772 | partition=2 | offset=258 | meals=8 | calories=2785
[GROUP-2] key=781 | partition=2 | offset=259 | meals=3 | calories=3288
[GROUP-2] key=783 | partition=2 | offset=260 | meals=3 | calories=2172
[GROUP-2] key=788 | partition=2 | offset=261 | meals=0 | calories=3271
[GROUP-2] key=790 | partition=2 | offset=262 | meals=4 | calories=3003
[GROUP-2] key=791 | partition=2 | offset=263 | meals=2 | calories=1961
[GROUP-2] key=795 | partition=2 | offset=264 | meals=6 | calories=3244
[GROUP-2] key=511 | partition=1 | offset=180 | meals=3 | calories=3416
[GROUP-2] key=512 | partition=1 | offset=181 | meals=12 | calories=2529
[GROUP-2] key=519 | partition=1 | offset=182 | meals=3 | calories=3099
[GROUP-2] key=522 | partition=1 | offset=183 | meals=11 | calories=2995
[GROUP-2] key=526 | partition=1 | offset=184 | meals=10 | calories=1810
[GROUP-2] key=530 | partition=1 | offset=185 | meals=6 | calories=3073
[GROUP-2] key=536 | partition=1 | offset=186 | meals=1 | calories=3351
[GROUP-2] key=539 | partition=1 | offset=187 | meals=1 | calories=2754
[GROUP-2] key=540 | partition=1 | offset=188 | meals=13 | calories=2187
[GROUP-2] key=541 | partition=1 | offset=189 | meals=10 | calories=2075
[GROUP-2] key=544 | partition=1 | offset=190 | meals=14 | calories=2900
[GROUP-2] key=548 | partition=1 | offset=191 | meals=6 | calories=1789
[GROUP-2] key=551 | partition=1 | offset=192 | meals=2 | calories=3298
[GROUP-2] key=552 | partition=1 | offset=193 | meals=4 | calories=3315
[GROUP-2] key=555 | partition=1 | offset=194 | meals=13 | calories=1906
[GROUP-2] key=559 | partition=1 | offset=195 | meals=11 | calories=2698
[GROUP-2] key=560 | partition=1 | offset=196 | meals=0 | calories=2552
[GROUP-2] key=563 | partition=1 | offset=197 | meals=6 | calories=2495
[GROUP-2] key=564 | partition=1 | offset=198 | meals=7 | calories=3285
[GROUP-2] key=568 | partition=1 | offset=199 | meals=11 | calories=3274
[GROUP-2] key=572 | partition=1 | offset=200 | meals=3 | calories=2530
[GROUP-2] key=574 | partition=1 | offset=201 | meals=5 | calories=2323
[GROUP-2] key=578 | partition=1 | offset=202 | meals=4 | calories=2082
[GROUP-2] key=579 | partition=1 | offset=203 | meals=3 | calories=2535
[GROUP-2] key=582 | partition=1 | offset=204 | meals=12 | calories=2670
[GROUP-2] key=584 | partition=1 | offset=205 | meals=6 | calories=1800
[GROUP-2] key=586 | partition=1 | offset=206 | meals=11 | calories=1723
[GROUP-2] key=587 | partition=1 | offset=207 | meals=5 | calories=1600
[GROUP-2] key=589 | partition=1 | offset=208 | meals=6 | calories=3382
[GROUP-2] key=592 | partition=1 | offset=209 | meals=5 | calories=1790
[GROUP-2] key=594 | partition=1 | offset=210 | meals=13 | calories=2115
[GROUP-2] key=597 | partition=1 | offset=211 | meals=13 | calories=3429
[GROUP-2] key=598 | partition=1 | offset=212 | meals=10 | calories=1742
[GROUP-2] key=599 | partition=1 | offset=213 | meals=4 | calories=2814
[GROUP-2] key=601 | partition=1 | offset=214 | meals=5 | calories=1826
[GROUP-2] key=607 | partition=1 | offset=215 | meals=7 | calories=2059
[GROUP-2] key=613 | partition=1 | offset=216 | meals=9 | calories=2444
[GROUP-2] key=618 | partition=1 | offset=217 | meals=1 | calories=2245
[GROUP-2] key=619 | partition=1 | offset=218 | meals=4 | calories=2874
[GROUP-2] key=620 | partition=1 | offset=219 | meals=12 | calories=1818
[GROUP-2] key=623 | partition=1 | offset=220 | meals=2 | calories=3226
[GROUP-2] key=624 | partition=1 | offset=221 | meals=0 | calories=2977
[GROUP-2] key=627 | partition=1 | offset=222 | meals=14 | calories=2149
[GROUP-2] key=628 | partition=1 | offset=223 | meals=4 | calories=1741
[GROUP-2] key=631 | partition=1 | offset=224 | meals=4 | calories=2439
[GROUP-2] key=634 | partition=1 | offset=225 | meals=3 | calories=3282
[GROUP-2] key=637 | partition=1 | offset=226 | meals=11 | calories=3130
[GROUP-2] key=640 | partition=1 | offset=227 | meals=2 | calories=2023
[GROUP-2] key=641 | partition=1 | offset=228 | meals=8 | calories=2455
[GROUP-2] key=642 | partition=1 | offset=229 | meals=12 | calories=1869
[GROUP-2] key=646 | partition=1 | offset=230 | meals=9 | calories=2261
[GROUP-2] key=647 | partition=1 | offset=231 | meals=4 | calories=1682
[GROUP-2] key=648 | partition=1 | offset=232 | meals=9 | calories=3245
[GROUP-2] key=652 | partition=1 | offset=233 | meals=0 | calories=2898
[GROUP-2] key=654 | partition=1 | offset=234 | meals=8 | calories=1883
[GROUP-2] key=666 | partition=1 | offset=235 | meals=4 | calories=2386
[GROUP-2] key=671 | partition=1 | offset=236 | meals=7 | calories=2533
[GROUP-2] key=673 | partition=1 | offset=237 | meals=5 | calories=3452
[GROUP-2] key=682 | partition=1 | offset=238 | meals=2 | calories=2419
[GROUP-2] key=689 | partition=1 | offset=239 | meals=12 | calories=1933
[GROUP-2] key=694 | partition=1 | offset=240 | meals=0 | calories=2587
[GROUP-2] key=695 | partition=1 | offset=241 | meals=12 | calories=3399
[GROUP-2] key=699 | partition=1 | offset=242 | meals=7 | calories=3245
[GROUP-2] key=700 | partition=1 | offset=243 | meals=0 | calories=3221
[GROUP-2] key=703 | partition=1 | offset=244 | meals=4 | calories=2878
[GROUP-2] key=709 | partition=1 | offset=245 | meals=10 | calories=2031
[GROUP-2] key=718 | partition=1 | offset=246 | meals=9 | calories=3390
[GROUP-2] key=725 | partition=1 | offset=247 | meals=5 | calories=2612
[GROUP-2] key=726 | partition=1 | offset=248 | meals=14 | calories=2824
[GROUP-2] key=729 | partition=1 | offset=249 | meals=14 | calories=2658
[GROUP-2] key=734 | partition=1 | offset=250 | meals=1 | calories=2688
[GROUP-2] key=735 | partition=1 | offset=251 | meals=14 | calories=2631
[GROUP-2] key=738 | partition=1 | offset=252 | meals=0 | calories=3054
[GROUP-2] key=741 | partition=1 | offset=253 | meals=3 | calories=2037
[GROUP-2] key=744 | partition=1 | offset=254 | meals=8 | calories=2158
[GROUP-2] key=748 | partition=1 | offset=255 | meals=13 | calories=1625
[GROUP-2] key=753 | partition=1 | offset=256 | meals=3 | calories=2132
[GROUP-2] key=754 | partition=1 | offset=257 | meals=11 | calories=3442
[GROUP-2] key=755 | partition=1 | offset=258 | meals=10 | calories=3173
[GROUP-2] key=759 | partition=1 | offset=259 | meals=12 | calories=1778
[GROUP-2] key=760 | partition=1 | offset=260 | meals=4 | calories=1731
[GROUP-2] key=764 | partition=1 | offset=261 | meals=10 | calories=2139
[GROUP-2] key=766 | partition=1 | offset=262 | meals=14 | calories=3029
[GROUP-2] key=506 | partition=0 | offset=167 | meals=4 | calories=3460
